lemma,pos1,anxiety
pro,a,0.1618587871
premeditated,a,0.1618702104
east-west,a,0.161876233
non-smoking,a,0.1618970818
precipitously,r,0.1619142005
impression,n,0.1619219043
mail,v,0.1619322596
flack,n,0.1620005924
blitz,n,0.1620025026
tertiary,a,0.1621261937
unscrupulous,a,0.1622098696
pea,n,0.1622145949
creed,n,0.1622296598
counter,a,0.162307166
syringe,n,0.1623453016
eastern,a,0.1623648685
apec,n,0.162428241
reassessment,n,0.1624592917
q,n,0.1625126915
slash,n,0.1625589839
intergenerational,a,0.1625642373
lobby,n,0.1625659312
stonewalling,n,0.1626243239
lengthen,v,0.1626889066
giveaway,n,0.1626977059
exhibit,v,0.1627070571
glance,n,0.1627326123
heir,n,0.1627795753
colour,n,0.1628132366
capitalization,n,0.1628207957
campaigning,n,0.1628497072
civilization,n,0.1628500649
ably,r,0.1628577144
sympathy,n,0.1630456913
travels,n,0.163084828
displaced,a,0.163097179
reshape,v,0.1631727494
tie,v,0.1632806796
command,n,0.1632865987
unlikely,a,0.1634556879
nephew,n,0.1634843308
knit,v,0.1634915805
subclause,n,0.1635304924
dominion,n,0.163691982
specified,a,0.163706884
curiosity,n,0.1637179235
tuna,n,0.1637328794
fluff,n,0.1637427682
subsection,a,0.1637873995
squander,v,0.1637954936
nursery,n,0.1638122972
arrogant,a,0.163815612
mill,n,0.1638780638
pmo,n,0.1639061979
contemplate,v,0.1639209235
export,v,0.1640274526
astronaut,n,0.1640410453
headquarters,n,0.1640778728
inasmuch,r,0.1640838013
quietly,r,0.1640978134
birthday,n,0.1641652003
ideally,r,0.1642091227
partisan,a,0.16441952
revocation,n,0.1644515621
candidly,r,0.1644671045
incumbent,n,0.1644791294
segregate,v,0.164531193
tinkering,n,0.1645463907
singing,n,0.1645643668
vocation,n,0.1645767843
restrictive,a,0.1645784316
plastic,n,0.1646057326
unwilling,a,0.1646684019
back-in,n,0.1647258867
festive,a,0.1647350486
homme,v,0.1649241625
lid,n,0.1649429512
subject-matter,n,0.1649504486
accomplice,n,0.1649566117
tip,n,0.1649960836
near,v,0.1650288752
tank,n,0.1650468316
historian,n,0.1650532407
harbour,v,0.1651635578
avail,n,0.1651715641
delegation,n,0.1652212724
mobilize,v,0.1652747437
metric,a,0.1652809191
deficit,n,0.1652846286
analogy,n,0.1653135087
patriotic,a,0.1653236653
wonder,v,0.1653313527
puzzle,n,0.1653486882
dementia,n,0.1653492412
void,a,0.1653779926
delineation,n,0.1654036979
diet,n,0.165412626
soccer,n,0.1655733665
old,n,0.1655743708
visionary,n,0.1656473919
wholly-owned,a,0.1656806211
wellhead,a,0.1657059072
underlying,a,0.1657643318
tractor,n,0.1658805102
fracture,n,0.1658995567
ridicule,n,0.166106744
call,n,0.1661700671
negligent,a,0.1661727777
chrysotile,n,0.1662677643
rubric,n,0.1662690664
foodstuff,n,0.1663326669
soul,n,0.1664516062
disadvantaged,a,0.1665589742
meaningfully,r,0.1666258625
aerodrome,n,0.1666464393
rose,n,0.1667037057
stockpile,v,0.166725625
brush,v,0.166740374
snap,v,0.1668000122
dive,n,0.1668535062
restricted,a,0.1668864393
flavour,n,0.1669531575
discharge,n,0.1669780535
structural,a,0.1670030768
loud,a,0.1671928915
cemetery,n,0.1672171601
poker,n,0.1672275074
twelfth,a,0.1672421064
giant,n,0.167266221
commander,n,0.1672682795
visual,a,0.1673003606
spin-off,n,0.1673085951
topic,n,0.1673186748
run,n,0.1674264318
rig,v,0.1674524316
meddling,n,0.1674705233
answering,n,0.167489693
tree,n,0.1674960358
avoidance,n,0.1675056875
oppressed,a,0.1676413032
originate,v,0.1677514362
surprising,a,0.167832582
generality,n,0.1678384483
cover,n,0.168081017
analyst,n,0.1681190854
non-competitive,a,0.1681218942
transformation,n,0.1681261648
bypass,n,0.1681289143
qualitative,a,0.1681415663
high,r,0.1682420858
fool,v,0.1682710602
discredited,a,0.1684374735
specialist,n,0.1684485821
nesting,a,0.1684826412
outlaw,v,0.1685017582
vexatious,a,0.1685406842
tech,n,0.1685422475
lawmaker,n,0.1685478856
appropriateness,n,0.1685577019
privatization,n,0.168583467
affiliate,n,0.1686006838
tall,a,0.1686047775
magical,a,0.1686236098
groundswell,n,0.1686386423
permissive,a,0.1687009395
average,a,0.1687084213
teach,v,0.1687503872
memoirs,n,0.1688751179
regret,n,0.1688771506
nose,n,0.1689012543
eighth,a,0.1689133341
disband,v,0.1689823939
babysitter,n,0.1689880714
one-fifth,n,0.1690085461
nhl,n,0.1690112571
confess,v,0.1690190765
ballistic,a,0.1690541075
automobile,n,0.1690545654
organic,a,0.1690683794
westerner,n,0.1690936919
detergent,n,0.1691709936
constant,a,0.1691968487
bundle,n,0.1692194125
commuter,n,0.1693130441
coroner,n,0.1693131745
travesty,n,0.1694142718
iron,v,0.1694586604
regroup,v,0.1694619934
flout,v,0.1694621043
scarcely,r,0.1695206592
alas,r,0.1695726356
academy,n,0.1696031006
son,n,0.169619972
deepen,v,0.169693676
roulette,n,0.1697540679
orgy,n,0.1698165012
litigation,n,0.1698377824
ascertain,v,0.1698398071
defeat,n,0.1698664512
arrest,n,0.1698971168
edition,n,0.1699080984
deceitful,a,0.1699104192
tightly,r,0.169911807
varied,a,0.1699981353
little,a,0.1700157522
reactor,n,0.170030341
condescending,a,0.1700837359
hole,n,0.1700917917
remarry,v,0.1701375578
phrase,v,0.1701956215
impart,v,0.1702280218
alumnus,n,0.1702291485
whip,n,0.1702353882
staffer,n,0.1702561665
pickup,n,0.1703098533
purity,n,0.1703412963
cabin,n,0.1703753403
cook,v,0.1704186632
barn,n,0.1704554518
club,n,0.1705260084
female,a,0.1705455765
wash,v,0.1705883469
ruin,n,0.1707182921
rapist,n,0.170765052
engender,v,0.1707656116
young,a,0.1707745293
foot,v,0.170796214
judicially,r,0.170833597
truck,n,0.1708964523
intentioned,a,0.1709138773
incline,v,0.1709535839
acronym,n,0.1710077543
horizon,n,0.171010612
consciousness,n,0.1710353953
telemarketer,n,0.1711644297
opaque,a,0.1711716462
intermediate,a,0.1712717582
ridership,n,0.1712995547
super,a,0.1713924959
fade,v,0.1713950229
governing,n,0.1714301545
eighty,n,0.1715119338
actor,n,0.1716136399
botched,a,0.1717137131
surreptitiously,r,0.1717368478
dodge,v,0.1717614655
poorest,a,0.1717719062
driver,n,0.1718676693
marked,a,0.1718757447
imaginary,a,0.1718879125
biography,n,0.1719154966
multi-million,a,0.1719202973
compilation,n,0.1719282956
marina,n,0.1719509125
roundly,r,0.1719773173
auction,v,0.1719792629
fusion,n,0.1719950937
earnest,a,0.1719968055
sheltered,a,0.1720174884
municipally,r,0.1720646503
mile,n,0.1720815166
misleading,a,0.1720889727
silo,n,0.1721534713
gratuitous,a,0.1721598883
artisan,n,0.1722646909
superior,n,0.1722788021
board,v,0.1724091173
part-time,a,0.1724140504
rigid,a,0.1724523671
actress,n,0.1727339445
callously,r,0.1727795334
kudos,n,0.1728298245
managerial,a,0.1728648346
norad,n,0.1729029916
engineering,n,0.1730035757
pudding,n,0.1730692074
photo,n,0.1730927847
vividly,r,0.1731456363
pre-existing,a,0.1732256396
laundering,n,0.1733316337
wake,n,0.1733330532
entrant,n,0.1733620717
foolish,a,0.1733778184
tongue,n,0.1733833991
irradiated,a,0.1734394137
abject,a,0.1734444558
dissent,v,0.1734541111
hoop,n,0.1734551919
vice-president,n,0.1734661633
nutshell,n,0.1734706384
loading,n,0.1734825424
immunize,v,0.1735187662
tenor,n,0.1735547717
mistake,n,0.1735569589
commencement,n,0.1735684496
liberalism,n,0.1735710886
news,n,0.1735920087
scenery,n,0.1736390084
peg,v,0.1736426127
xv,n,0.1737083675
alleviation,n,0.1737521247
zinc,n,0.1738739814
regularly,r,0.1738983041
buoy,v,0.1739786024
statistician,n,0.1739850318
ethnically,r,0.1739958853
countless,a,0.1740532609
afterward,r,0.174070954
thermal,a,0.1741196549
bias,v,0.174135441
shut,v,0.174141846
postage,n,0.1741790638
shake,v,0.1742367059
bed,n,0.1743092071
solicitation,n,0.1743702814
lecture,v,0.1745512361
consolidation,n,0.1746135961
medium-size,a,0.1746381655
journalism,n,0.1747247582
replant,v,0.1747736663
reflex,a,0.174778444
rank,n,0.1748184495
layman,n,0.1748278467
multibillion,a,0.1748449737
household,n,0.1748504273
meanspirited,a,0.1749402958
slick,a,0.1749587628
abhorrence,n,0.1750138582
buckle,v,0.1751749511
terminal,n,0.1752265395
ban,v,0.1753072319
health-related,a,0.1753702856
used,a,0.1753726265
destroyer,n,0.1753957436
parking,n,0.175513173
coffee,n,0.1755399224
fare,v,0.1757053403
ink,n,0.1758089242
wintertime,n,0.1758147899
backlog,n,0.1759569583
dash,v,0.1760106013
columbian,n,0.1761133435
sail,v,0.1761713763
unto,v,0.176183123
upstream,a,0.1762061745
valiant,a,0.1762493637
stain,v,0.1762715647
medication,n,0.1764427421
intensify,v,0.1764515583
expulsion,n,0.1765315744
slam,v,0.1765600379
control,a,0.1765821918
flatly,r,0.1765825808
cognizant,a,0.1766072495
graphic,a,0.1766535553
infrequent,a,0.176665664
slowly,r,0.1767400272
soak,v,0.1767588341
suspect,n,0.1767881237
left,n,0.1768480106
arguably,r,0.1768628813
composer,n,0.1769223208
stack,v,0.1769689063
anticipated,a,0.1770245274
sordid,a,0.1770643744
extensively,r,0.1771003503
countenance,v,0.1771017704
newborn,a,0.1771535883
poignant,a,0.177177585
eradicate,v,0.1771796057
dissolve,v,0.1772038996
lifeblood,n,0.1772411567
cumulative,a,0.1772609702
kindergarten,n,0.1772693798
butter,n,0.1772948403
ninety,n,0.177304334
convoluted,a,0.1773236559
cutting-edge,a,0.177378487
delinquent,n,0.1774240212
quebecoi,n,0.1774637529
navigational,a,0.1774791292
crib,n,0.1774800003
contrast,v,0.1775036346
voyeurism,n,0.1775904075
crumble,v,0.1776395014
piper,n,0.1776682254
terminal,a,0.1776857136
undersign,v,0.1776903724
shrug,v,0.1777199103
perverted,a,0.1777215287
reoffend,v,0.1778362455
bearing,n,0.1778426072
queen,n,0.1778496576
resister,n,0.1778753737
wildlife,n,0.1778822867
off,r,0.177925851
overrepresent,v,0.1779377131
outstrip,v,0.1779796109
manufacture,v,0.1780143224
excess,n,0.1781029107
statesman,n,0.1781426549
cystic,a,0.1781445113
hovercraft,n,0.1781484411
detention,n,0.17815602
soften,v,0.178183557
cash,v,0.1781982441
loosely,r,0.1783001499
lady,n,0.1783210712
mentally,r,0.1783455953
bucket,n,0.1783873035
dependent,n,0.1784528847
oilseed,n,0.17852334
despise,v,0.178566962
heretofore,r,0.1785991911
expansive,a,0.1787053729
silencing,n,0.1788336381
hugely,r,0.1789038429
frankly,r,0.1790690952
heating,n,0.1790782827
mainland,n,0.1790934491
worldwide,r,0.1791122725
simulation,n,0.1791747874
twin,a,0.1792187851
swing,n,0.1793284723
untruth,n,0.1793776118
philanthropist,n,0.1794135765
wildest,a,0.1794211342
cat,n,0.1794606996
concur,n,0.1795479397
dishonesty,n,0.179615553
heckle,v,0.1796183561
duck,n,0.179641542
banquet,n,0.1796790077
atlantic,a,0.1797053318
lump,n,0.1797253796
anew,r,0.179741938
harvesting,n,0.1797446784
shore,n,0.1797508883
robotic,n,0.1797815462
incidental,a,0.1798129956
ultimatum,n,0.1798346615
reorganize,v,0.1798619541
biosphere,n,0.1799008731
reassess,n,0.1799738341
shelter,v,0.1800975109
plumbing,n,0.1801263325
vacuum,n,0.1801394627
stockpiling,n,0.1801957744
non-status,a,0.1803063217
someone,n,0.1804089976
unreliable,a,0.1804659633
blunt,a,0.1804792714
elaboration,n,0.1804998263
frontline,n,0.1805942964
steal,v,0.1806279475
cord,n,0.1806567613
crow,n,0.1807069253
plurality,n,0.1807265331
chicanery,n,0.1807363316
justifiable,a,0.180863217
emanate,v,0.1808819292
concisely,r,0.1809016015
gdp,n,0.1809231286
novel,a,0.1809695813
loaded,a,0.1810017198
mixture,n,0.1810576036
outdo,v,0.1810960189
groupaction,n,0.1811202397
constituency,n,0.1811535568
burst,v,0.1811841567
puppy,n,0.1811867404
nipissing,n,0.181236601
economics,n,0.1812992761
retiree,n,0.1813279673
albanian,n,0.1813313955
barrier,n,0.1813932134
circuit,n,0.1813987121
bury,v,0.18142377
nááts,n,0.1817528877
army,n,0.1817910156
kinder,a,0.1819023467
dead-end,a,0.1819143479
unsubstantiated,a,0.1819232353
pc/dr,n,0.1819731747
astonishing,a,0.1820637825
hunt,v,0.1820668896
raiser,n,0.1821625548
dragon,n,0.1821662333
writ,n,0.1822340402
sensibly,r,0.1822637055
debt,n,0.1822837189
jack,v,0.1823254607
circular,a,0.1823444609
predator,n,0.1823643557
fray,n,0.1823656434
imagination,n,0.1825048275
one-half,n,0.1825080473
due,a,0.1825182667
non-financial,a,0.182533785
absent,a,0.1828662799
stranglehold,n,0.1829954207
undoubted,a,0.1830057229
incompetent,a,0.183043333
petrochemical,n,0.1830545032
sink,n,0.1831032337
morally,r,0.1831728869
shingle,v,0.1832303074
red,n,0.1832341859
vanish,v,0.1832637861
exhibition,n,0.1832798017
parallel,n,0.18336094
invalid,a,0.1833735078
toast,n,0.1834438936
broiler,n,0.1835021393
soft,a,0.1836154319
rainy,a,0.1836451031
renounce,v,0.1837045037
viewer,n,0.1837291548
condone,v,0.1837649786
copy,v,0.1837898984
corner,n,0.1838242745
infirm,a,0.1839289289
broadcast,n,0.1839705459
comma,n,0.1839839947
prolific,a,0.1840170196
inflow,n,0.1840207139
golfing,n,0.184086401
actuarial,a,0.1841089507
repeat,n,0.1841469547
shirt,n,0.1841619396
transplant,v,0.1841770907
stiff,a,0.1842027547
feast,n,0.1842331996
eve,n,0.1842520926
annum,n,0.1842655914
tent,n,0.1843424759
enforcer,n,0.1843558602
classification,n,0.1843628819
aware,a,0.1843914687
primarily,r,0.1844314625
assent,v,0.1846181502
systematically,r,0.1846425586
rotten,a,0.1846693251
in,n,0.1846864705
incarnation,n,0.1846887859
superficial,a,0.1847101171
grandstand,v,0.1847671608
self-respecting,a,0.1847786087
efta,n,0.1848680667
outnumber,v,0.1848976123
indirectly,r,0.1849177302
combination,n,0.1849768381
barrister,n,0.1850055696
mythical,a,0.1850446607
forecast,v,0.1850488254
infamous,a,0.1850757785
luckily,r,0.1850867666
reputable,a,0.1851423052
disposable,a,0.1852172436
whittle,v,0.1852277887
commonly,r,0.1853292339
feed,v,0.1853545889
tyrant,n,0.185364681
kilometre,n,0.185389469
federalist,n,0.1854028053
ballast,n,0.1854060053
wrong,n,0.1854733725
rubber-stamp,v,0.1856691479
communist,n,0.1856847294
homeowner,n,0.1857577188
masterpiece,n,0.185831304
suspect,v,0.1859233036
metre,n,0.1860111487
xxviii,n,0.1860843925
overlook,v,0.1861190926
experienced,a,0.1861972919
preferably,r,0.1862007781
ton,n,0.1862302033
typical,a,0.1862548356
fateful,a,0.1862604606
stab,n,0.186370213
laughter,n,0.1863715034
inmate,n,0.1864131398
solvency,n,0.1864345398
deputy,a,0.1864890274
double-talk,n,0.1865527464
naysayer,n,0.186582804
title,v,0.1865998714
diaspora,n,0.1866375516
mainstay,n,0.1867666675
gun,v,0.1867848533
non-answer,n,0.1868034679
about-face,n,0.1868132123
durum,n,0.1868579423
protectionist,n,0.1870898302
curb,v,0.1871471859
buzzword,n,0.1871554932
differentiation,n,0.187242582
outskirts,n,0.1872824145
bracelet,n,0.1872896786
bluster,n,0.1873238332
all-time,a,0.1873869162
politically,r,0.1874507739
prescription,n,0.1874608625
genesis,n,0.1875327022
skier,n,0.1875686617
nail,v,0.1876081294
switch,v,0.1876681684
disagreement,n,0.1877439435
cyber,n,0.1877644348
lead-up,n,0.1879308587
sensibility,n,0.1879468133
descent,n,0.1880533522
drop,v,0.1880788254
condemn,v,0.1880997187
slash,v,0.1881662351
figure,v,0.188205725
knock,v,0.1882093456
scale,v,0.1882153527
dwell,v,0.188222242
link,v,0.1882556944
delight,n,0.1883175317
backside,n,0.1883305786
routine,n,0.1883721804
lighten,v,0.1883856435
encapsulate,v,0.1884483256
cane,n,0.1884908083
urgency,n,0.188569784
low-wage,a,0.188583302
positive,n,0.1886031749
post,a,0.1886372132
hate,n,0.1887144078
deindexing,n,0.1887428568
reposition,v,0.188744893
going,n,0.1888099277
citizenry,n,0.1888416691
disrespect,v,0.1889079144
attrition,n,0.188917577
hatchet,n,0.1889883564
whitewash,n,0.1889966084
plenty,r,0.189003778
robocall,n,0.1890287873
repudiation,n,0.1890424577
bankroll,v,0.1890592416
genocide,n,0.1890996205
acquittal,n,0.18913229
skirt,n,0.1891508256
accuser,n,0.1892895067
he/she,a,0.1893075525
resist,v,0.1893189205
landscape,n,0.1893406511
ram,v,0.1893484379
splendid,a,0.189371892
pond,n,0.1894149287
implant,n,0.1897320991
ideologue,n,0.189739642
apartheid,n,0.1897726457
intercourse,n,0.1898307784
wheel,n,0.1898440077
cloning,n,0.1898687007
especially,r,0.1898713487
app,n,0.1900507154
anglican,a,0.1901355745
enclave,n,0.190163558
gender-based,a,0.1901705816
gobbledegook,n,0.1901763366
substantively,r,0.1902132323
probability,n,0.190236096
cell,n,0.1902493447
lottery,n,0.1902498921
fish,v,0.1904592782
discard,v,0.1905042835
moderate,v,0.1905830271
ease,v,0.1906081288
son-in-law,n,0.1906155707
outer,a,0.1906590894
formerly,r,0.1906755553
deviate,v,0.1906927439
ihch,n,0.1906929241
preschool,a,0.1907846031
smallpox,n,0.190811231
dismiss,v,0.1908434798
annals,n,0.1908614568
contributory,a,0.1908828293
seasonally,r,0.1909365886
victorious,a,0.1909511139
sense,v,0.1909814269
worse,r,0.1909988242
organized,a,0.1910842184
negative,n,0.1910864652
tariffication,n,0.1912800602
unleaded,a,0.1913004465
rosy,a,0.1913665475
bible,n,0.1914240088
behaviour,n,0.1914520909
behest,n,0.1914640328
intravenous,a,0.1915131477
boom,v,0.1915767614
underprivileged,a,0.1915943858
rapeseed,n,0.191600288
poke,v,0.1916054372
ration,n,0.1917222485
inject,v,0.1917744771
endowed,a,0.191819476
sausage,n,0.1918212155
defensive,a,0.1919459155
transition,v,0.1920424311
comer,n,0.1921314599
accomplished,a,0.1921334372
weekly,a,0.1921431526
archaeological,a,0.1922206954
likely,r,0.1922829617
affluence,n,0.1922829648
underwater,a,0.1923255652
watercraft,n,0.1923413163
re-enter,v,0.1923486962
polling,n,0.1923744613
pillage,v,0.1924907113
consulate,n,0.1925065859
heavily,r,0.1925383792
criminology,n,0.1925433439
multi-faceted,a,0.1925600151
shovel,v,0.1925799462
truce,n,0.192588443
retainer,n,0.1926022401
markedly,r,0.1926632351
embargo,n,0.1926753087
depopulation,n,0.1926782573
hospital,n,0.1927389252
toll-free,a,0.1927525669
crime,n,0.1927583643
widen,v,0.1927964608
shameful,a,0.1928446548
coincidentally,r,0.1929104943
draconian,a,0.1929249699
harder,r,0.192929367
prison,n,0.1929411546
interjection,n,0.1929419364
locality,n,0.1929828019
shape,n,0.1929991183
tonne,n,0.1931468439
orange,a,0.193180493
refining,n,0.1932071728
halt,n,0.1932185209
oneself,r,0.1933607396
pulse,n,0.1933671057
glue,n,0.1934009854
acknowledgment,n,0.1934687422
benign,a,0.1934781469
instinctively,r,0.1935550339
loyalist,n,0.1936002469
directorship,n,0.1936163262
wilderness,n,0.1936450258
recuperate,v,0.193671641
thirst,n,0.1937071337
aquifer,n,0.1937454221
christian,n,0.1938101322
battalion,n,0.1938167049
convincingly,r,0.1938515349
week-end,n,0.1938933598
handler,n,0.193951617
illegal,a,0.1939518318
unsatisfactory,a,0.1939873567
reapply,v,0.1940265613
conscription,n,0.1940701267
erode,v,0.1941181764
unseen,a,0.194154223
energetically,r,0.1942408417
chain,n,0.1943026816
vantage,n,0.1943460437
irradiation,n,0.1943519901
sucker,n,0.1944159323
kick,v,0.1944674607
imposition,n,0.1944707485
homosexual,n,0.1944737973
regularize,v,0.1944754505
dash,n,0.1944917238
subset,n,0.1945464735
eke,v,0.1945644188
prejudge,v,0.1945888953
terminology,n,0.1945996753
blatantly,r,0.1946734457
ovum,n,0.1947539357
gouge,v,0.1947786907
duration,n,0.194797307
prospects,n,0.1949196624
informally,r,0.1949318234
slide,v,0.1949999153
organize,v,0.195043893
ivory,n,0.1950816323
nurse,v,0.1951383252
tantamount,a,0.1951610362
boxing,n,0.1952323616
decidedly,r,0.1952919183
incriminate,v,0.1953028419
empty,v,0.1953534152
self-interest,n,0.1953567149
abominable,a,0.195375577
sockeye,n,0.1955121622
inherent,a,0.1955269204
daughter,n,0.1955803821
unparliamentary,a,0.1956032604
uninsured,a,0.1956854498
archivist,n,0.1957006847
care,v,0.1957258126
well-known,a,0.1957354458
mute,a,0.1957553953
e-mail,a,0.1957920386
sexy,a,0.1958412164
bse,n,0.1958605662
cleaner,n,0.1958924162
instant,n,0.1958940717
church,n,0.1960277894
fossil,a,0.1960361702
behind,r,0.1962470781
junior,a,0.1962912853
illusion,n,0.1963119245
neutron,n,0.1963490087
perpetual,a,0.1963525529
formative,a,0.1963857141
simple,n,0.1965502876
calf,n,0.1965525622
ou,n,0.1965598217
populist,a,0.1967475161
tanker,n,0.1968307686
fallacious,a,0.1968810197
hello,u,0.196882611
diametrically,r,0.1968890799
witch,n,0.1969049948
deployment,n,0.196961602
molester,n,0.19700217
decommission,v,0.1970564268
nickel,n,0.1971988337
excitement,n,0.1972149155
km,n,0.1973475372
breeding,n,0.1973525064
ruse,n,0.1973681453
